usc2.akam.net
th-auth-b.ns.adv365.co.uk
guanabara.rederio.br
ns45.host.am
nsc3.schlundtech.de
nsext1.mh-hannover.de
ns1.rdns.ar
ns-919.awsdns-50.net
ns02.uni-trier.de
dns3.lrz.eu
dns2.rz.uni-augsburg.de
lksu.ippt.gov.pl
ns-1983.awsdns-55.co.uk
dns.mofnet.gov.pl
dns3.procergs.com.br
ns.tpnet.pl
wesley.ns.cloudflare.com
dns.iu-bremen.de
dns4.cloudns.net
craext.vpn.gov.ie
ns5.his.com
ns-97.awsdns-12.com
ns1-69.akam.net
nsb7.schlundtech.de
dns1.mvp.hr
petz.hrz.uni-siegen.de
secondary004.dtag.net
ns-671.awsdns-19.net
auth1.DNS.TechFak.Uni-Bielefeld.DE
adns2.zih.tu-dresden.de
ns3.sc.gov.br
ns02.hcu-hamburg.de
urzaddc21.ad.uni-leipzig.de
ns6.vektorrausch.net
dns2.sbone.tu-cottbus.de
rup.informatik.uni-kiel.de
dns5.belwue.de
pns02.dcsix.net
ns-748.awsdns-29.net
ns5.kasserver.com
usw2.akam.net
exdc1.ex.uni-paderborn.de
auth3.dns.gxn.net
intruder.etop.pl
adc01.ad.uni-heidelberg.de
ns1.dc.beltelecom.by
node08.rhrz.uni-bonn.de
dns-1d.itmz.hs-rm.de
dfnserv1.urz.uni-magdeburg.de
ns1.cdns.cn
zeus.prodemge.gov.br
a8-67.akam.net
ns2.rijksoverheidnl.eu
dns01.uni-vechta.de
gomorra.rz.tu-clausthal.de
e.dns.br
dns2.sonia.de
ns3.host.am
ns-1526.awsdns-62.org
ns1.itmc.tu-dortmund.de
nsb3.schlundtech.de
urzaddc22.ad.uni-leipzig.de
pan.rz.uni-konstanz.de
rzm31.rz.uni-hildesheim.de
dns1.BelWue.DE
bsa1.serpro.gov.br
dns-2.uni-wuppertal.de
dns-1k.itc.hs-rm.de
ns1.internet-sicherheit.de
dns3.gitn.net.my
dns1w.fgov.be
ns1.rz.hs-fulda.de
dns2.lrz.de
a3-66.akam.net
dns1.lrz.de
ns1.nic.in
ns2.etat.lu
ns.scannet2.dk
ns1.euv-frankfurt-o.de
f.dns.br
ad-s-addc02.ad.uni-hamburg.de
sharon.in.gov.br
auth-dns-1.unibw-hamburg.de
dns4.gitn.net.my
helios.informatik.uni-frankfurt.de
h-dns.pl
secondary.rrze.uni-erlangen.de
ns5.dunkel.de
ns.ludwigsburg.net
deneb.dfn.DE
ns1.regzone.cz
ns-462.awsdns-57.com
ns1.uni-wuerzburg.de
ns6.demysdns.co.uk
tuminfo1.informatik.tu-muenchen.de
cns1.alfahosting.info
dns1.uni-mannheim.de
ns72.domaincontrol.com
nora.ns.cloudflare.com
ns3.Fu-Berlin.DE
ns1.cgu.gov.br
scdc01.sc.uni-leipzig.de
ns2.mi.fu-berlin.de
dns41.procergs.com.br
calhau.ma.gov.br
boudin.fh-friedberg.de
ns-cloud-a3.googledomains.com
ns3.rapidcompute.com
dns-1k.itmz.hs-rm.de
commserv.folkwang-hochschule.de
dns.jacobs-university.de
NS2.mb.gov.br
ns-488.awsdns-61.com
vaccine.rki.de
dns.uni-heidelberg.de
rzdspc1.informatik.uni-hamburg.de
ns2.hfmdk-frankfurt.de
ns2.ecms.pl
dns1.procergs.com.br
edns1.hrz.tu-freiberg.de
ext3.gn.gov.ie
ns3.eastlink.de
ns1.neyduetewa.gov.bt
ikarus02.ads.uni-regensburg.de
pm8-3.its.uni-kassel.de
nsd7.schlundtech.de
vs.geo.uni-bonn.de
sto.excedodns.se
aus1.akam.net
hpcom.rz.hu-berlin.de
dns2s.belgium.be
nsa4.schlundtech.de
dns01.uni-luebeck.de
ns1.fu-berlin.de
f-dns.pl
ns.cs.uni-sb.de
akiko.cie.etat.lu
ad-s-adrodc01.ad.uni-hamburg.de
ns-1753.awsdns-27.co.uk
ns01.agenturserver.it
lis0.ph-freiburg.de
desi.ns.cloudflare.com
floyd.rz.tu-ilmenau.de
ns1081.ui-dns.org
b.myradns.de
DNSs2.Uni-Marburg.DE
ns2.pe.gov.br
c.dns.br
ns-cloud-e3.googledomains.com
ns2.eastlink.de
schultze.informatik.uni-bonn.de
ns1.noc.ruhr-uni-bochum.de
linxrib.rz.uni-lueneburg.de
hgb1.hgb-leipzig.de
ns0.demysdns.net
nameserver.hff-potsdam.de
139.18.1.17
ns-968.awsdns-57.net
fenris.buerokommunikation.fernuni-hagen.de
ns1.man-da.de
ns1.uni-wh.de
coruscant.sd.ruhr-uni-bochum.de
ns1.hfmdk-frankfurt.de
ns4.digital.govt.nz
ns1.swebhosting.co.uk
ns1.bdm.microsoftonline.com
ns2.tiho-hannover.de
serval.noc.th-owl.de
ns1.eastlink.de
deneb.dfn.de
ns0.itmc.tu-dortmund.de
ns6.kasserver.com
ns01.agenturserver.co
ns-1264.awsdns-30.org
dns1.rrz.uni-hamburg.de
lkldomdc01.dom.uni-leipzig.de
ns.informatik.uni-bremen.de
eomer.nask.net.pl
usc4.akam.net
srvdc04.ad.uni-giessen.de
www.jacobs-utils.de
ns2.mofa.go.jp
ns-1004.awsdns-61.net
a-dns-service.de
dns1.mc.gov.pl
ns2.rrze.uni-erlangen.de
ns1.exacttarget.com
ns2.mrecic.gov.ar
atlas.informatik.uni-freiburg.de
dns3.gov.il
ns0.rijksoverheidnl.com
ns1.rz.uni-kiel.de
dns-2.djaweb.dz
ns3.rrze.uni-erlangen.de
dns-1.dfn.de
ns-cloud-a2.googledomains.com
dns02.abk-stuttgart.de
ns1.etat.lu
b.gov.lv
ns1.strazgraniczna.pl
ns-106-c.gandi.net
dns3.belwue.de
dnsa.mfa.gr
dns-1.uni-wuppertal.de
ns01.Uni-Oldenburg.DE
ns-1572.awsdns-04.co.uk
ns02.planejamento.gov.br
zvdc02.zv.dom.uni-leipzig.de
ns-842.awsdns-41.net
ns2.evlada.ba
btr0x5.rz.uni-bayreuth.de
pns03.dcsix.net
ns2.rz.uni-kiel.de
ns1.es.gov.br
dns4.it.hfg-offenbach.de
ad-s-adrodc03.ad.uni-hamburg.de
ns1.demysdns.net
ns-cloud-e1.googledomains.com
ns1.sc.gov.br
ns1.regzone.info
joaodebarro.mt.gov.br
ns2.uni-duisburg-essen.de
ns1.hrz.uni-giessen.de
ci1.mg.gov.pl
ns1.rz.uni-saarland.de
arara.mt.gov.br
authdns1.rz.tuhh.de
ns2.otenet.gr
dns-1.djaweb.dz
ns5.digital.govt.nz
titanio.prodemge.gov.br
ns1081.ui-dns.com
pgeggrdc02.geographie.dom.uni-leipzig.de
dns1.fh-giessen.de
wattdenn.rz.uni-frankfurt.de
dns0.uni-stuttgart.de
ns-1020.awsdns-63.net
ns02.gouv.bj
ns3.exacttarget.com
ns1.pa.gov.br
ns2.gcc.go.kr
ns2-owa.uni-due.de
pns04.dcsix.net
scdc02.sc.uni-leipzig.de
ns2.exacttarget.com
dns.correios.com.br
ns4.gov.az
minnetonka.rhrk.uni-kl.de
ns2.euv-frankfurt-o.de
dns3.uni-mannheim.de
zs1.rz.rwth-aachen.de
domain.mofnet.gov.pl
ns2.mrr.gov.pl
ns-cloud-b1.googledomains.com
ns3.his.com
ns2.am.gov.br
ns2.uni-trier.de
nsd4.schlundtech.de
ns3.bdm.microsoftonline.com
cwext.vpn.gov.ie
ns1.pe.gov.br
ns12.vektorrausch.com
greg.ns.cloudflare.com
xlink1.xlink.net
robotns2.second-ns.de
dns2.lrz.bayern
dns1-msp
dns-3.serv.uni-osnabrueck.de
ns3.go.gov.br
srvdc01.ad.uni-giessen.de
dns02.uni-paderborn.de
ns01.uni-oldenburg.de
ns81.domaincontrol.com
b.dns.br
rip.informatik.uni-kiel.de
gr-auth-a.ns.adv365.co.uk
ns3.ja.net
dns-1.serv.uni-osnabrueck.de
sylt.itda.h-da.de
zdns02.ph-karlsruhe.de
manul.noc.th-owl.de
ns2.his.com
ns1.go.gov.br
inter-dns.mfa.gov.tr
dns2.procergs.com.br
rap.informatik.uni-kiel.de
arbi.Informatik.Uni-Oldenburg.DE
zdns02.hs-duesseldorf.de
emea.excedodns.eu
ns2.demysdns.net
dns1.me.gov.pl
numerobis.rz.tu-clausthal.de
ns2.mfa.sk
noc2.rrz.Uni-Koeln.de
dns02.uni-vechta.de
ns2.ac.gov.br
dns1.mec.gov.br
lit.fs.tum.de
urzdomdc21.dom.uni-leipzig.de
intsrv007.etice.ce.gov.br
auth-ext0.DNS.TechFak.NET
srvrei.dhv-speyer.de
prakinf2.prakinf.tu-ilmenau.de
ns2.go.gov.br
robotns3.second-ns.com
ns-cloud-b4.googledomains.com
tiamaria.ma.gov.br
ns3.rijksoverheidnl.org
ns.indas.de
rz1.w-hs.de
ns.rz.uni-passau.de
ns2.cdns.cn
ns3.coi.gov.pl
ns.embratel.net.br
secondary.ns.uni-rostock.de
ns1.his.com
ns1.uni-trier.de
ns-cloud-e2.googledomains.com
nsa7.schlundtech.de
dns1-buster.cs.uni-paderborn.de
dns1.th-nuernberg.de
ns1.ac.gov.br
c-dns.pl
ns.cyber.net.pk
dantooine.sd.ruhr-uni-bochum.de
ns8.colt.net
ns.gcc.go.kr
jupiter.uni-flensburg.de
ns-1795.awsdns-32.co.uk
ns-755.awsdns-30.net
dns1.uni-stuttgart.edu
ns.mfa.gov.ua
a.ns14.net
hera.informatik.uni-frankfurt.de
ns02.rz.uni-bamberg.de
kerberos.sd.ruhr-uni-bochum.de
a.dns.br
ad-s-addc03.ad.uni-hamburg.de
nic.rhrz.uni-bonn.de
ns-122.awsdns-15.com
dns31.procergs.com.br
primary.ns.uni-rostock.de
dns1.belwue.de
ns-168-b.gandi.net
g-dns.pl
auth2.dns.gxn.net
ns2.Fu-Berlin.DE
ns01-ext.uni-muenster.de
ns1108.ui-dns.org
ns.int.gov.br
schulze.informatik.uni-bonn.de
sint4.pg.gov.pl
ns2-usa.global.sonera.net
ns10.nic.in
ns2.man-da.de
ns1-103.akam.net
ns3.apa.at
ns.ku.de
ns5.apa.at
ns1028.ui-dns.com
dfnserv2.urz.uni-magdeburg.de
ns1.stat.gov.pl
auth4.dns.gxn.net
buffy.cms.hu-berlin.de
ns2.gov.si
ns.hfbk-hamburg.de
ns-cloud-b3.googledomains.com
asia3.akam.net
ns1.regzone.de
nsext2.mh-hannover.de
dns8.cloudns.net
a.myradns.de
dns-2.serv.uni-osnabrueck.de
ns5.demysdns.co.uk
use4.akam.net
ns3.demysdns.net
ns.tu-berlin.de
suncom.rz.hu-berlin.de
ns4.ma.gov.br
ns02-ext.uni-muenster.de
ns-782.awsdns-33.net
ns-1260.awsdns-29.org
ns4.ntc.net.pk
ns3.digital.govt.nz
dns1.uni-greifswald.de
c.ns14.net
use2.akam.net
wiesodenn.rz.uni-frankfurt.de
dns2.ruhr-uni-bochum.de
edns1.ultradns.biz
pm8-4.its.uni-kassel.de
ivo.etop.pl
ns-1080.awsdns-07.org
dns1.uni-weimar.de
ns2.kemlu.go.id
jade.ns.cloudflare.com
ns1.uni-hohenheim.de
ad-s-addc01.ad.uni-hamburg.de
asia4.akam.net
dns3.uni-tuebingen.de
ns1.pr.gov.br
ns1.coi.gov.pl
edns2.hrz.tu-freiberg.de
weshalbdenn.rz.uni-frankfurt.de
gaia.uni-trier.de
mail.hgb-leipzig.de
ns2.gov.az
dns2-buster.cs.uni-paderborn.de
ad-s-adrodc02.ad.uni-hamburg.de
ns1-swe.global.sonera.se
dns02.uni-luebeck.de
ns2.hfbk-hamburg.de
ns-117.awsdns-14.com
ns2.scannet2.dk
ns13.domaincontrol.com
DNSp.Uni-Marburg.DE
ns1-fin.global.sonera.fi
laurent.math.uni-paderborn.de
ns2.checkdomain.de
a14-64.akam.net
ns1.uni-koblenz.de
ancona.informatik.uni-bonn.de
a-dns.pl
ns2.vektorrausch.net
ns-cloud-e4.googledomains.com
dyn.geo.uni-bonn.de
ns.udag.org
ns-1742.awsdns-25.co.uk
zvdc01.zv.dom.uni-leipzig.de
bolpwdnex01
aixdfn.th-bingen.de
ns-1161.awsdns-17.org
zdns01.hs-duesseldorf.de
ns2.rdns.ar
ns4.ja.net
ns.coe.ufrj.br
ns-1514.awsdns-61.org
ns1.Fu-Berlin.DE
weierstrass.math.uni-paderborn.de
idivad01.idiv.de
ns4.exacttarget.com
ns3.pr.gov.br
nsp.pr.gov.br
ns82.domaincontrol.com
nsp.tpnet.pl
gate1.cs.hs-rm.de
ns2.bdm.microsoftonline.com
ns1.internetia.pl
ns1.kei.pl
dns01.uni-paderborn.de
eris.hrz.tu-chemnitz.de
via1.mzv.cz
ns.rz.uni-saarland.de
dns2.uni-greifswald.de
idivad02.idiv.de
dns3.BelWue.DE
dns.diplomatie.gouv.fr
ns2-fin.global.sonera.fi
dns-extern-01.uni-jena.de
ns.udag.net
ns-cloud-a4.googledomains.com
dns4.uni-tuebingen.de
dns-3.djaweb.dz
dns1.correios.com.br
dns-extern-04.uni-jena.de
ns3.uni-halle.de
ns-12.awsdns-01.com
i-dns.pl
ns3.cdns.cn
ns1.rrze.uni-erlangen.de
ns3.uni-koblenz.de
dns1.ruhr-uni-bochum.de
verzeichnis.cs.hhu.de
b.ns14.net
dns2.gis.gov.pl
alpha2.planalto.gov.br
ad-s-addc04.ad.uni-hamburg.de
dns1.sonia.de
ns6.gandi.net
ns2.wp.mil.pl
jupiter.prodemge.gov.br
nordic.excedodns.net
pns01.dcsix.net
nsd3.schlundtech.de
ns2.fu-berlin.de
ans2.net.hrz.tu-darmstadt.de
srvdc05.ad.uni-giessen.de
cns2.alfahosting.info
noc2.rrz.uni-koeln.de
ns-523.awsdns-01.net
dns2.ap.gov.br
dns-1d.itc.hs-rm.de
ans1.net.hrz.tu-darmstadt.de
mta01.ph-heidelberg.de
10.221.114.13
wap05.cs.hs-rm.de
ns1.dunkel.de
a1-63.akam.net
ns3.etat.lu
kirdan.nask.net.pl
adel.ns.cloudflare.com
ns2.uni-hannover.de
ns4.go.gov.br
gandalf.informatik.uni-kiel.de
bjesomar.srce.hr
dns3.uni-konstanz.de
ns2.nic.in
secondary006.dtag.net
via.mzv.cz
ns2.uni-hohenheim.de
nsc4.schlundtech.de
ns71.domaincontrol.com
ns3.wp.mil.pl
ns2-02.azure-dns.net
dns1.gis.gov.pl
urzdomns01.dom.uni-leipzig.de
world.excedodns.org
ns4.his.com
smtp.hrz.tu-darmstadt.de
mail.fu-berlin.de
smtp5.rz.tu-harburg.de
mailin-IL.uni-weimar.de
aspmx2.googlemail.com
a1234.mx.srv.dfn.de
mx1.pop-i.de
mxs4.se.gov.br
events.bmeia.gv.at
icemserv.folkwang-uni.de
listserv.uni-tuebingen.de
gbext.gn.gov.ie
mail.subscribe.fmprc.gov.cn
whu-edu.mail.protection.outlook.com
btr0x4.rz.uni-bayreuth.de
mail.bankakademie.de
antispam.ap.gov.br
mx00.kundenserver.de
smtp3.rz.tu-harburg.de
mx1-ext.campus-flensburg.de
diplomatie-gouv-bj.mail.protection.outlook.com
mailext2.mh-hannover.de
mx00.ionos.de
info.auswaertiges-amt.de
mail-in-8.serv.uni-osnabrueck.de
eu-smtp-inbound-2.mimecast.com
atlas1b.jacobs-university.de
a1541.mx.srv.dfn.de
mx2-ext.campus-flensburg.de
mxin-1r.itc.hs-rm.de
mail.cs.ovgu.de
mail1.mfa.rs
mail2.it-dlz.de
mx1.belwue.de
mx11b.antispameurope.com
mailgate1.uni-wuerzburg.de
ironport-1.zdv.net
seraphv6.rrz.uni-koeln.de
mx19a.antispameurope.com
as.pe.gov.br
antispam.mofa.go.kr
smtp-relay.informatik.uni-frankfurt.de
mailrt.mfa.gov.il
ASPMX3.GOOGLEMAIL.COM
mx05.rrz.uni-hamburg.de
mail.mfa.gov.lv
mx02.abk-stuttgart.de
ironport-2.ZDV.Net
mail.gps.state.gov
mail.uni-passau.de
mailgate.cs.fh-nuernberg.de
cms-sip02.hrz.tu-darmstadt.de
alt1.aspmx.l.google.com
smtp1.pg.gov.pl
mailrelay1.lrz.de
mail1.uni-wuppertal.de
seraph.rrz.uni-koeln.de
smtp.math.uni-paderborn.de
thymin.uni-konstanz.de
service-whu-edu.mail.protection.outlook.com
mail3.mfa.gov.lv
mandos-mx.iai.uni-bonn.de
mail.mfa.gov.il
a1891.mx.srv.dfn.de
a1071.mx.srv.dfn.de
mailin.hrz.tu-darmstadt.de
mxs5.se.gov.br
mx5.ovgu.de
mailgw51.hrz.uni-giessen.de
exmail1.mfa.gov.tr
robin.uni-hildesheim.de
b1951.mx.srv.dfn.de
mx11a.antispameurope.com
laurel.uni-trier.de
food-gov-uk.mail.protection.outlook.com
news.uni-flensburg.de
ts60.ts.udk-berlin.de
smtp.uni-ulm.de
alumni-hhl-de.mail.protection.outlook.com
cold2srv.rz.unibw-muenchen.de
mail5.vn.fi
mail.uni-muenster.de
mx3.uni-bielefeld.de
gw2.mail.es.gov.br
smtp-mvcr.gov.cz
mail-in-5.serv.uni-osnabrueck.de
pwedge05.ads.uni-magdeburg.de
mail1.fmprc.gov.cn
mail.mfa.gov.cn
premail.unibw-hamburg.de
cherub.rrz.uni-koeln.de
mail.ac.gov.br
v4.rz.uni-leipzig.de
mx03.abmail.de
mx2.agenturserver.de
d306797.b.ess.de.barracudanetworks.com
mail04.ron.mil.pl
b1072.mx.srv.dfn.de
mx.smtp-gateway.de
b1421.mx.srv.dfn.de
mail-in-3.serv.uni-osnabrueck.de
mx2.antispammg.mg.gov.br
mx2.public.govdelivery.com
mx3.uni-frankfurt.de
mx0140.ppsmtp.de
mx2.mrecic.gov.ar
rzmail.uni-trier.de
mx2.uni-bielefeld.de
mx.fh-giessen.de
aspmx.l.google.com
mx1.mrecic.gov.ar
mx1.intranet.gov.pl
amg.hrz.tu-freiberg.de
atlas1a.jacobs-university.de
cx2.1govuc.gov.my
dcse-23.int.gov.br
mx1.bund.de
www-cgi01.hrz.tu-darmstadt.de
udcm-ka2.uni-muenster.de
mailhost.tu-chemnitz.de
www-v10.rz.uni-mannheim.de
christopher-ew.state.gov
lists.hrz.tu-darmstadt.de
halls-of-waiting-mx.iai.uni-bonn.de
mail.fax.uni-bremen.de
ir1.cms.hu-berlin.de
mailin6.zih.tu-dresden.de
mail.khm.de
mailrelay2.lrz.de
a1401.mx.srv.dfn.de
mx20.map.gov.pl
mail.thf-fulda.de
mx0140.ppsmtp.com
email.uni-freiburg.de
mxs2.urm.lt
esa1s.itmc.tu-dortmund.de
server2.rz.uni-leipzig.de
mx03.rrz.uni-hamburg.de
mailman.uni-mannheim.de
l2ms.rz.uni-kiel.de
udcm-out2.uni-muenster.de
imflmail.uni-muenster.de
23FAFE8FE2C555B73AF4C5A53BF90CAE8A27DDD4.msv1.invalid.b-tu.de
udcm-out1.uni-muenster.de
mx01.kundenserver.de
syms2.mzv.cz
lists.hfm-detmold.de
mailgw3.th-nuernberg.de
esa2s.itmc.tu-dortmund.de
mail.b-ite.com
adenin2.uni-konstanz.de
pwedge06.ads.uni-magdeburg.de
aspmx3.l.googlemail.com
mx4.its.uni-kassel.de
mailhost.zait.uni-bremen.de
smtp2.diplomatie.gouv.fr
smtp-relay.rrz.uni-koeln.de
a2001.mx.srv.dfn.de
mailrelay.uni-stuttgart.de
mx03.abk-stuttgart.de
mx.folkwang-uni.de
mxs1.urm.lt
mail.physik.ruhr-uni-bochum.de
mail.mofa.gov.pk
thymin2.uni-konstanz.de
a1861.mx.srv.dfn.de
mail06.ron.mil.pl
mx19c.antispameurope.com
mailgate3.uni-wuerzburg.de
mx5.rz.rwth-aachen.de
m-relay.rz.uni-saarland.de
mail-dispatcher.hrz.tu-darmstadt.de
udcm-relay2.uni-muenster.de
